SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-24-2017,Single Family Residential,4024 Randolph Ave,Oakland,CA,94602,1700000,3,2.5,Glenview,2251,5000,1912,17,755,,Sold,,,http://www.redfin.com/CA/Oakland/4024-Randolph-Ave-94602/home/535781,EBRD/CCAR/Bay East,40779173,Y,Y,37.8056816,-122.2234878
PAST SALE,,Multi-Family (2-4 Unit),3454 Morrison Ave,Oakland,CA,94602,850000,8,6.0,,4572,7500,1945,,186,,,,,http://www.redfin.com/CA/Oakland/3454-Morrison-Ave-94602/home/535580,,,N,Y,37.799646,-122.219861
PAST SALE,June-26-2016,Single Family Residential,1673 Miami Ct,Oakland,CA,94602,650000,2,1.0,Lower Glenview,1051,2820,1920,349,618,,Sold,,,http://www.redfin.com/CA/Oakland/1673-Miami-Ct-94602/home/1929878,EBRD/CCAR/Bay East,40739808,N,Y,37.8008155,-122.2220907
PAST SALE,April-21-2015,Multi-Family (2-4 Unit),4697 Park Blvd,Oakland,CA,94602,1100000,3,3.0,Glenview,2080,4176,1929,781,529,,Sold,,,http://www.redfin.com/CA/Oakland/4697-Park-Blvd-94602/home/1962597,EBRD/CCAR/Bay East,40691360,N,Y,37.811257,-122.2163777
PAST SALE,May-15-2015,Single Family Residential,1012 GALVIN St,Oakland,CA,94602,740000,2,1.5,Glenview,1500,4158,1921,757,493,,Sold,,,http://www.redfin.com/CA/Oakland/1012-Galvin-St-94602/home/536036,EBRD/CCAR/Bay East,40695016,N,Y,37.8101502,-122.2219821
PAST SALE,,Multi-Family (2-4 Unit),1409 Glenfield Ave,Oakland,CA,94602,621000,4,3.0,,2835,3720,1939,,219,,,,,http://www.redfin.com/CA/Oakland/1409-Glenfield-Ave-94602/home/536052,,,N,Y,37.8066032,-122.2214345
PAST SALE,November-21-2016,Single Family Residential,1337 EXCELSIOR Ave,Oakland,CA,94602,511000,2,1.0,Glenview,672,2112,1910,201,760,,Sold,,,http://www.redfin.com/CA/Oakland/1337-Excelsior-Ave-94602/home/535041,EBRD/CCAR/Bay East,40755453,N,Y,37.8028327,-122.229547
PAST SALE,,Multi-Family (2-4 Unit),1912 E 30th St,Oakland,CA,94606,600000,3,2.0,,1708,3947,1912,,351,,,,,http://www.redfin.com/CA/Oakland/1912-E-30th-St-94606/home/998174,,,N,Y,37.7980382,-122.2290153
PAST SALE,September-26-2016,Single Family Residential,1363 E 36TH St,Oakland,CA,94602,715000,3,2.0,Glenview,1720,3610,1914,257,416,,Sold,,,http://www.redfin.com/CA/Oakland/1363-E-36th-St-94602/home/535490,EBRD/CCAR/Bay East,40749463,N,Y,37.802179,-122.229621
PAST SALE,September-24-2016,Single Family Residential,3533 BRIGHTON Ave,Oakland,CA,94602,795000,3,1.5,Glenview,1398,3200,1925,259,569,,Sold,,,http://www.redfin.com/CA/Oakland/3533-Brighton-Ave-94602/home/1757244,EBRD/CCAR/Bay East,40753238,Y,Y,37.8018962,-122.2268707
PAST SALE,,Single Family Residential,925 Glendome Cir,Oakland,CA,94602,1200000,6,3.0,,4210,9122,1928,,285,,,,,http://www.redfin.com/CA/Oakland/925-Glendome-Cir-94602/home/1666835,,,N,Y,37.8121853,-122.2207548
PAST SALE,,Single Family Residential,1201 Hampel St,Oakland,CA,94602,1175000,4,1.0,,2604,4730,1913,,451,,,,,http://www.redfin.com/CA/Oakland/1201-Hampel-St-94602/home/535811,,,N,Y,37.8069873,-122.2256108
PAST SALE,,Condo/Co-op,1120 Hollywood Ave Apt 2,Oakland,CA,94602,420000,2,1.0,,1175,,1969,,357,,,,,http://www.redfin.com/CA/Oakland/1120-Hollywood-Ave-94602/unit-2/home/2040316,,,N,Y,37.8123562,-122.2171704
PAST SALE,June-3-2016,Single Family Residential,1624 Wellington St,Oakland,CA,94602,695000,2,1.0,Glenview,896,2408,1925,372,776,,Sold,,,http://www.redfin.com/CA/Oakland/1624-Wellington-St-94602/home/536082,EBRD/CCAR/Bay East,40738484,N,Y,37.805843625,-122.2176564
PAST SALE,,Multi-Family (2-4 Unit),1907 E 30th St,Oakland,CA,94606,1790000,20,20.0,,8231,7800,1949,,217,,,,,http://www.redfin.com/CA/Oakland/1907-E-30th-St-94606/home/534161,,,N,Y,37.7978685,-122.2295263
PAST SALE,December-9-2015,Single Family Residential,1133 EVERETT Ave,Oakland,CA,94602,745000,3,2.0,Glenview,1521,2000,1924,549,490,,Sold,,,http://www.redfin.com/CA/Oakland/1133-Everett-Ave-94602/home/1576335,EBRD/CCAR/Bay East,40719495,N,Y,37.8093452,-122.2205502
PAST SALE,,Multi-Family (2-4 Unit),1801 Sausal St,Oakland,CA,94602,3800000,36,12.0,,11246,67054,1987,,338,,,,,http://www.redfin.com/CA/Oakland/1801-Sausal-St-94602/home/1276987,,,N,Y,37.7982514,-122.2202135
PAST SALE,May-12-2017,Single Family Residential,3951 Waterhouse Rd,Oakland,CA,94602,1280711,2,2.0,Oakmore,1394,10292,1937,29,919,,Sold,,,http://www.redfin.com/CA/Oakland/3951-Waterhouse-Rd-94602/home/1224009,EBRD/CCAR/Bay East,40777113,Y,Y,37.8070479,-122.2135499
PAST SALE,June-30-2016,Single Family Residential,1340 E 36TH St,Oakland,CA,94602,465000,2,1.0,Glenview Dist.,769,1925,1938,345,605,,Sold,,,http://www.redfin.com/CA/Oakland/1340-E-36th-St-94602/home/1808858,EBRD/CCAR/Bay East,40735866,N,Y,37.8026592,-122.2299629
PAST SALE,December-4-2015,Single Family Residential,1050 EL CENTRO Ave,Oakland,CA,94602,1050000,3,2.0,Glenview,1649,3600,1930,554,637,,Sold,,,http://www.redfin.com/CA/Oakland/1050-El-Centro-Ave-94602/home/1606497,EBRD/CCAR/Bay East,40720902,N,Y,37.8113528,-122.2198621
PAST SALE,March-2-2016,Single Family Residential,3201 SHEFFIELD Ave,Oakland,CA,94602,875000,3,2.5,Fruitvale,2309,2970,1928,465,379,,Sold,,,http://www.redfin.com/CA/Oakland/3201-Sheffield-Ave-94602/home/1816778,EBRD/CCAR/Bay East,40731275,N,Y,37.7976567,-122.2210644
PAST SALE,October-6-2016,Single Family Residential,3915 Everett Ave,Oakland,CA,94602,675000,4,2.0,Glenview,1564,4000,1952,247,432,,Sold,,,http://www.redfin.com/CA/Oakland/3915-Everett-Ave-94602/home/1362455,EBRD/CCAR/Bay East,40757327,N,Y,37.8032476,-122.218853
PAST SALE,May-4-2016,Single Family Residential,4127 WOODRUFF Ave,Oakland,CA,94602,1230000,3,1.5,Glenview,1832,4200,1920,402,671,,Sold,,,http://www.redfin.com/CA/Oakland/4127-Woodruff-Ave-94602/home/1855578,EBRD/CCAR/Bay East,40735564,Y,Y,37.8062984,-122.2214308
PAST SALE,January-6-2017,Single Family Residential,1460 EXCELSIOR Ave,Oakland,CA,94602,716500,2,2.0,Glenview,1271,3040,1920,155,564,,Sold,,,http://www.redfin.com/CA/Oakland/1460-Excelsior-Ave-94602/home/1831161,EBRD/CCAR/Bay East,40756882,N,Y,37.8027003,-122.2267491
PAST SALE,December-6-2016,Single Family Residential,4409 EVANS Ave,Oakland,CA,94602,853000,3,1.5,Glenview,1462,4400,1920,186,583,,Sold,,,http://www.redfin.com/CA/Oakland/4409-Evans-Ave-94602/home/1376239,EBRD/CCAR/Bay East,40757638,N,Y,37.8078324,-122.2195971
PAST SALE,August-12-2016,Single Family Residential,3533 GLEN PARK Rd,Oakland,CA,94602,695000,2,1.0,Glenview,1247,3536,1930,302,557,,Sold,,,http://www.redfin.com/CA/Oakland/3533-Glen-Park-Rd-94602/home/1816656,EBRD/CCAR/Bay East,40749058,N,Y,37.8016753,-122.2260456
PAST SALE,September-7-2016,Single Family Residential,4429 PARK Blvd,Oakland,CA,94602,1050000,3,2.0,Glenview,2094,4400,1912,276,501,,Sold,,,http://www.redfin.com/CA/Oakland/4429-Park-Blvd-94602/home/1306730,EBRD/CCAR/Bay East,40750409,Y,Y,37.8087737,-122.219715
PAST SALE,September-7-2016,Single Family Residential,1514 MacArthur Blvd,Oakland,CA,94602-1261,545000,3,1.5,Oakland,2456,4840,1912,276,222,,Sold,,,http://www.redfin.com/CA/Oakland/1514-MacArthur-Blvd-94602/home/1546464,EBRD/CCAR/Bay East,40751758,N,Y,37.801166,-122.225451
PAST SALE,September-9-2016,Single Family Residential,3732 Linwood Ave,Oakland,CA,94602,950000,4,3.0,Glenview,2473,4400,1903,274,384,,Sold,,,http://www.redfin.com/CA/Oakland/3732-Linwood-Ave-94602/home/535293,EBRD/CCAR/Bay East,40749193,N,Y,37.8019435,-122.2199057
PAST SALE,September-2-2016,Single Family Residential,3884 LYMAN Rd,Oakland,CA,94602,850000,2,1.5,Upper Diamond,1395,5400,1927,281,609,,Sold,,,http://www.redfin.com/CA/Oakland/3884-Lyman-Rd-94602/home/980133,EBRD/CCAR/Bay East,40751274,N,Y,37.8054928,-122.2138327
PAST SALE,February-17-2015,Multi-Family (2-4 Unit),2914 22nd Ave,Oakland,CA,94606-3504,291000,3,2.0,Oakland,1514,2250,1922,844,192,,Sold,,,http://www.redfin.com/CA/Oakland/2914-22nd-Ave-94606/home/537471,EBRD/CCAR/Bay East,40673175,N,Y,37.795947,-122.226865
PAST SALE,,Multi-Family (2-4 Unit),1473 E 33rd St,Oakland,CA,94602,1200000,4,8.0,,5568,5000,1926,,216,,,,,http://www.redfin.com/CA/Oakland/1473-E-33rd-St-94602/home/1670642,,,N,Y,37.8002514,-122.22946
PAST SALE,,Condo/Co-op,4410 Edgewood Ave,Oakland,CA,94602,400000,2,1.0,,817,,1966,,490,,,,,http://www.redfin.com/CA/Oakland/4410-Edgewood-Ave-94602/home/22961937,,,N,Y,37.8090296,-122.2200296
PAST SALE,,Single Family Residential,1570 MacArthur Blvd,Oakland,CA,94602,455000,2,1.0,,1107,3960,1907,,411,,,,,http://www.redfin.com/CA/Oakland/1570-MacArthur-Blvd-94602/home/535116,,,N,Y,37.8009248,-122.2242949
PAST SALE,,Single Family Residential,3422 Adell Ct,Oakland,CA,94602,240000,3,1.0,,1224,3456,1929,,196,,,,,http://www.redfin.com/CA/Oakland/3422-Adell-Ct-94602/home/535579,,,N,Y,37.800092,-122.218516
PAST SALE,October-8-2014,Single Family Residential,1000 Glendora Ave,Oakland,CA,94602,700000,3,2.0,Glenview,1507,2220,1924,976,464,,Sold,,,http://www.redfin.com/CA/Oakland/1000-Glendora-Ave-94602/home/1957143,EBRD/CCAR/Bay East,40666601,N,Y,37.8111181,-122.2201815
PAST SALE,September-17-2014,Single Family Residential,3828 LA CRESTA Ave,Oakland,CA,94602-1727,675000,2,1.0,Glenview,1088,4000,1918,997,620,,Sold,,,http://www.redfin.com/CA/Oakland/3828-La-Cresta-Ave-94602/home/1962557,EBRD/CCAR/Bay East,40667993,N,Y,37.8029994,-122.2193146
PAST SALE,August-28-2015,Single Family Residential,4015 LINWOOD Ave,Oakland,CA,94602,795000,2,2.0,Glenview,1197,4000,1921,652,664,,Sold,,,http://www.redfin.com/CA/Oakland/4015-Linwood-Ave-94602/home/1945956,EBRD/CCAR/Bay East,40707806,N,Y,37.8047358,-122.2202391
PAST SALE,November-14-2014,Single Family Residential,4051 LYMAN Rd,Oakland,CA,94602-1830,1000000,3,1.0,Oakmore,1562,5850,1939,939,640,,Sold,,,http://www.redfin.com/CA/Oakland/4051-Lyman-Rd-94602/home/544931,EBRD/CCAR/Bay East,40680550,N,Y,37.808682,-122.2117554
PAST SALE,February-23-2017,Single Family Residential,1359 Excelsior Ave,Oakland,CA,94602,752000,2,2.0,Glenview,1085,2541,1905,107,693,,Sold,,,http://www.redfin.com/CA/Oakland/1359-Excelsior-Ave-94602/home/1495598,EBRD/CCAR/Bay East,40768019,N,Y,37.8027338,-122.2290702
PAST SALE,May-26-2015,Condo/Co-op,4715 PARK Blvd #1,Oakland,CA,94602,538000,2,1.0,Glenview,,,1940,746,,175,Sold,,,http://www.redfin.com/CA/Oakland/4715-Park-Blvd-94602/unit-1/home/12118432,EBRD/CCAR/Bay East,40694215,N,Y,37.8114566,-122.2160407
PAST SALE,January-6-2016,Single Family Residential,940 GLENDOME Cir,Oakland,CA,94602,928825,3,2.0,Glenview,1399,2624,1928,521,664,,Sold,,,http://www.redfin.com/CA/Oakland/940-Glendome-Cir-94602/home/1322746,EBRD/CCAR/Bay East,40722955,N,Y,37.8119044,-122.2200785
PAST SALE,August-23-2016,Single Family Residential,3940 LA CRESTA Ave,Oakland,CA,94602,876000,2,2.0,Glenview,1069,4000,1915,291,819,,Sold,,,http://www.redfin.com/CA/Oakland/3940-La-Cresta-Ave-94602/home/1482990,EBRD/CCAR/Bay East,40749336,N,Y,37.8040622,-122.2189936
PAST SALE,May-24-2015,Single Family Residential,3948 HANLY Rd,Oakland,CA,94602,980000,4,2.0,Oakmore,1937,4742,1927,748,506,,Sold,,,http://www.redfin.com/CA/Oakland/3948-Hanly-Rd-94602/home/545185,EBRD/CCAR/Bay East,40692142,N,Y,37.8078275,-122.2139187
PAST SALE,February-22-2015,Single Family Residential,4300 TOWNSEND Ave,Oakland,CA,94602-1744,883000,2,1.5,Glenview,1368,3591,1923,839,645,,Sold,,,http://www.redfin.com/CA/Oakland/4300-Townsend-Ave-94602/home/1774765,EBRD/CCAR/Bay East,40684258,N,Y,37.8067039,-122.2194674
PAST SALE,,Single Family Residential,4323 Townsend Ave,Oakland,CA,94602,593000,2,1.0,,1196,4400,1915,,496,,,,,http://www.redfin.com/CA/Oakland/4323-Townsend-Ave-94602/home/535882,,,N,Y,37.8070741,-122.2194348
PAST SALE,,Condo/Co-op,1059 El Centro Ave #4,Oakland,CA,94602,500000,3,2.0,,1516,,1976,,330,,,,,http://www.redfin.com/CA/Oakland/1059-El-Centro-Ave-94602/unit-4/home/1543189,,,N,Y,37.8109274,-122.2201317
PAST SALE,June-24-2014,Single Family Residential,1431 E 36TH St,Oakland,CA,94602-1144,490000,2,1.0,Lower Glenview,1112,3600,1923,1082,441,,Sold,,,http://www.redfin.com/CA/Oakland/1431-E-36th-St-94602/home/1630823,EBRD/CCAR/Bay East,40658448,N,Y,37.80183,-122.2279104
PAST SALE,,Single Family Residential,4022 Oakmore Rd,Oakland,CA,94602,209000,2,2.0,,2226,3965,1936,,94,,,,,http://www.redfin.com/CA/Oakland/4022-Oakmore-Rd-94602/home/544054,,,N,Y,37.8092827,-122.2143194
PAST SALE,March-16-2015,Single Family Residential,4001 EVERETT Ave,Oakland,CA,94602-1760,795000,3,1.5,Glenview,1388,4000,1923,817,573,,Sold,,,http://www.redfin.com/CA/Oakland/4001-Everett-Ave-94602/home/1862033,EBRD/CCAR/Bay East,40685599,N,Y,37.8038784,-122.2186228
PAST SALE,February-20-2015,Single Family Residential,2039 CLEMENS Rd,Oakland,CA,94602-1915,1100000,4,2.0,Oakmore,2791,7080,1946,841,394,,Sold,,,http://www.redfin.com/CA/Oakland/2039-Clemens-Rd-94602/home/1417388,EBRD/CCAR/Bay East,40684850,N,Y,37.8097322,-122.2078255
PAST SALE,October-15-2015,Single Family Residential,1611 E 33rd St,Oakland,CA,94602,510000,3,2.0,Highland Heights,1000,3000,1913,604,510,,Sold,,,http://www.redfin.com/CA/Oakland/1611-E-33rd-St-94602/home/763698,EBRD/CCAR/Bay East,40711868,N,Y,37.7998426,-122.2271877
PAST SALE,March-3-2015,Single Family Residential,3724 RANDOLPH Ave,Oakland,CA,94602-1232,895000,3,2.0,Glenview,1402,5000,1908,830,638,,Sold,,,http://www.redfin.com/CA/Oakland/3724-Randolph-Ave-94602/home/772104,EBRD/CCAR/Bay East,40686316,N,Y,37.8025676,-122.2241409
PAST SALE,January-4-2017,Single Family Residential,4093 Waterhouse Rd,Oakland,CA,94602,925000,3,2.0,Oakmore,1678,4056,1930,157,551,,Sold,,,http://www.redfin.com/CA/Oakland/4093-Waterhouse-Rd-94602/home/1642111,EBRD/CCAR/Bay East,40764228,N,Y,37.8100972,-122.2121936
PAST SALE,April-1-2015,Single Family Residential,2017 CLEMENS Rd,Oakland,CA,94602,1110000,3,3.5,Oakmore,1743,5600,1938,801,637,,Sold,,,http://www.redfin.com/CA/Oakland/2017-Clemens-Rd-94602/home/1458298,EBRD/CCAR/Bay East,40688591,N,Y,37.8095118,-122.2082053
PAST SALE,November-6-2014,Single Family Residential,1355 EXCELSIOR Ave,Oakland,CA,94602-1140,625000,3,2.0,Glenview,1034,3234,1915,947,604,,Sold,,,http://www.redfin.com/CA/Oakland/1355-Excelsior-Ave-94602/home/1880689,EBRD/CCAR/Bay East,40675386,N,Y,37.8027509,-122.2291812
PAST SALE,July-2-2015,Single Family Residential,1655 E 38TH St,Oakland,CA,94602,700000,2,1.0,Glenview,850,2025,1924,709,824,,Sold,,,http://www.redfin.com/CA/Oakland/1655-E-38th-St-94602/home/1910578,EBRD/CCAR/Bay East,40700836,N,Y,37.8027776,-122.2219654
PAST SALE,October-13-2014,Single Family Residential,724 GLENDOME Cir,Oakland,CA,94602-1410,1350000,4,2.5,Glenview,2233,10304,1932,971,605,,Sold,,,http://www.redfin.com/CA/Oakland/724-Glendome-Cir-94602/home/1411906,EBRD/CCAR/Bay East,40675250,N,Y,37.8128133,-122.2196889
PAST SALE,April-16-2015,Single Family Residential,4000 LINWOOD Ave,Oakland,CA,94602,860000,3,2.0,Glenview,1546,4000,1920,786,556,,Sold,,,http://www.redfin.com/CA/Oakland/4000-Linwood-Ave-94602/home/570952,EBRD/CCAR/Bay East,40689425,N,Y,37.8043187,-122.2198255
PAST SALE,March-27-2015,Single Family Residential,1010 ELSINORE Ave,Oakland,CA,94602,925000,2,1.5,Glenview,1549,4400,1924,806,597,,Sold,,,http://www.redfin.com/CA/Oakland/1010-Elsinore-Ave-94602/home/1880735,EBRD/CCAR/Bay East,40689482,N,Y,37.8116975,-122.2189862
PAST SALE,July-1-2015,Single Family Residential,1606 VISTA St,Oakland,CA,94602,1255000,3,2.0,Glenview,2332,3813,1914,710,538,,Sold,,,http://www.redfin.com/CA/Oakland/1606-Vista-St-94602/home/998224,EBRD/CCAR/Bay East,40701030,N,Y,37.8065898,-122.2161352
PAST SALE,July-14-2014,Single Family Residential,1212 EL CENTRO Ave,Oakland,CA,94602-1449,839000,2,1.0,Glenview Dist.,1149,2640,1921,1062,730,,Sold,,,http://www.redfin.com/CA/Oakland/1212-El-Centro-Ave-94602/home/2025609,EBRD/CCAR/Bay East,40662669,N,Y,37.8096292,-122.2182508
PAST SALE,November-10-2014,Single Family Residential,4163 PARK Blvd,Oakland,CA,94602-1206,930000,4,2.0,Glenview,1898,4800,1921,943,490,,Sold,,,http://www.redfin.com/CA/Oakland/4163-Park-Blvd-94602/home/1774983,EBRD/CCAR/Bay East,40676121,N,Y,37.807126,-122.223498
PAST SALE,November-16-2016,Single Family Residential,1015 ELBERT St,Oakland,CA,94602,820000,3,1.0,Glenview,,5220,1957,206,,,Sold,,,http://www.redfin.com/CA/Oakland/1015-Elbert-St-94602/home/909573,EBRD/CCAR/Bay East,40759104,Y,Y,37.8102287,-122.2216235
PAST SALE,November-13-2015,Single Family Residential,3924 HANLY Rd,Oakland,CA,94602,1100000,3,2.0,Oakmore,1795,4961,1926,575,613,,Sold,,,http://www.redfin.com/CA/Oakland/3924-Hanly-Rd-94602/home/1871822,EBRD/CCAR/Bay East,40717514,N,Y,37.8076021,-122.214186
PAST SALE,November-20-2015,Single Family Residential,4515 EDGEWOOD Ave,Oakland,CA,94602,700000,1,1.0,Glenview,1067,2680,1924,568,656,,Sold,,,http://www.redfin.com/CA/Oakland/4515-Edgewood-Ave-94602/home/2029643,EBRD/CCAR/Bay East,40717725,N,Y,37.8097589,-122.2191866
PAST SALE,August-15-2014,Single Family Residential,4025 LA CRESTA Ave,Oakland,CA,94602-1730,985000,3,2.5,Glenview,2656,4000,2008,1030,371,,Sold,,,http://www.redfin.com/CA/Oakland/4025-La-Cresta-Ave-94602/home/22962017,EBRD/CCAR/Bay East,40659848,N,Y,37.8047856,-122.2192919
PAST SALE,December-6-2015,Single Family Residential,3081 23RD Ave,Oakland,CA,94602,570000,3,1.0,Oakland,1477,5750,1925,552,386,,Sold,,,http://www.redfin.com/CA/Oakland/3081-23rd-Ave-94602/home/1164690,EBRD/CCAR/Bay East,40718559,N,Y,37.797924,-122.225621
PAST SALE,July-30-2015,Single Family Residential,4023 EVERETT Ave,Oakland,CA,94602,1330000,4,3.0,Glenview,1968,4000,1911,681,676,,Sold,,,http://www.redfin.com/CA/Oakland/4023-Everett-Ave-94602/home/2000288,EBRD/CCAR/Bay East,40704387,N,Y,37.8041978,-122.2185495
PAST SALE,July-19-2016,Vacant Land,2011 MacArthur,Oakland,CA,94602,600000,,,Diamond District,,19805,,326,,,Sold,,,http://www.redfin.com/CA/Oakland/2011-MacArthur-Blvd-94602/home/102926902,EBRD/CCAR/Bay East,40726563,N,Y,37.8008095,-122.2183289
PAST SALE,August-10-2016,Single Family Residential,4126 GREENWOOD Ave,Oakland,CA,94602,1083707,3,2.0,Glenview,1488,4920,1947,304,728,,Sold,,,http://www.redfin.com/CA/Oakland/4126-Greenwood-Ave-94602/home/1062756,EBRD/CCAR/Bay East,40749174,Y,Y,37.8071744,-122.2244615
PAST SALE,September-9-2016,Single Family Residential,1761 E 38TH St,Oakland,CA,94602,560000,1,1.0,Glenview,816,2150,1924,274,686,,Sold,,,http://www.redfin.com/CA/Oakland/1761-E-38th-St-94602/home/535134,EBRD/CCAR/Bay East,40752155,N,Y,37.8024618,-122.2202144
PAST SALE,August-21-2015,Single Family Residential,1140 Hollywood Ave,Oakland,CA,94602,1225000,3,2.5,Glenview (Uppr),1846,5500,1926,659,664,,Sold,,,http://www.redfin.com/CA/Oakland/1140-Hollywood-Ave-94602/home/537279,EBRD/CCAR/Bay East,40706487,N,Y,37.8121955,-122.2167094
PAST SALE,September-14-2015,Single Family Residential,1659 E 33RD St,Oakland,CA,94602,475000,3,1.0,Highland Heights,1162,3264,1925,635,409,,Sold,,,http://www.redfin.com/CA/Oakland/1659-E-33rd-St-94602/home/539848,EBRD/CCAR/Bay East,40705686,N,Y,37.7996542,-122.2260654
PAST SALE,March-1-2015,Single Family Residential,18 VETERAN Way,Oakland,CA,94602-2227,805100,2,1.5,Lower Glenview,1287,4185,1934,832,626,,Sold,,,http://www.redfin.com/CA/Oakland/18-Veteran-Way-94602/home/1688935,EBRD/CCAR/Bay East,40684257,N,Y,37.801566,-122.217694
PAST SALE,June-3-2016,Single Family Residential,3950 CANON Ave,Oakland,CA,94602,589000,2,2.0,Glenview,1125,4038,1995,372,524,,Sold,,,http://www.redfin.com/CA/Oakland/3950-Canon-Ave-94602/home/1630845,EBRD/CCAR/Bay East,40737230,N,Y,37.8036839,-122.216806
PAST SALE,,Single Family Residential,1400 Glenfield Ave,Oakland,CA,94602,198000,3,2.0,,1390,3920,1951,,142,,,,,http://www.redfin.com/CA/Oakland/1400-Glenfield-Ave-94602/home/1286858,,,N,Y,37.8069059,-122.2212618
PAST SALE,August-30-2016,Multi-Family (2-4 Unit),1124 Wellington St,Oakland,CA,94602,987132,6,3.0,Glenview,2100,4120,1959,284,470,,Sold,,,http://www.redfin.com/CA/Oakland/1124-Wellington-St-94602/home/1141197,EBRD/CCAR/Bay East,40749958,N,Y,37.80912,-122.223296
PAST SALE,August-29-2014,Multi-Family (2-4 Unit),1539-1541 East 38th St,Oakland,CA,94602,730000,4,2.0,Oakland,2470,3000,1924,1016,296,,Sold,,,http://www.redfin.com/CA/Oakland/1541-E-38th-St-94602/home/103662838,San Francisco MLS,422941,N,Y,37.8032943,-122.2243909
PAST SALE,April-12-2017,Single Family Residential,800 Glendome Cir,Oakland,CA,94602,1025000,3,2.0,Glenview,2043,4558,1940,59,502,,Sold,,,http://www.redfin.com/CA/Oakland/800-Glendome-Cir-94602/home/677870,EBRD/CCAR/Bay East,40766173,N,Y,37.8126117,-122.2199209
